ing,taas
Shallow,Prudil
Shallowness,Prudilom
Shaman,Lahiik
Shamanism,Lahlun
Shamble,Paagluf
Shame,Paak
Shameful,Zopaak
Shampoo,Omshuniir
Shanty,Saatvaas
Shape,Buld
Shapely,Buldus
Shapeshifter,Luft-Vuldiik
Shard,Bruzah
Share,Ofun
Shark,Okravaaz
Sharp,Kinzon
Sharpen,Gekinzon
Sharpness,Kinzonom
Shatter,Kren
Shattered,Krent
Shave,Ahkrol
She,Rek
Shear,Smahluvey
Sheath,Frit
Sheathe,Friim
Sheave,Rodiin
Shed,Brenok
Sheep,Smahlu
Sheet,Donin
Shelf,Hiilah
Shell,Qarah
Shelter,Spaal
Shepherd,Sekmir
Shield,Spaan
Shield,Spaal
Shift,Vuld
Shimmer,Viim
Shin,Krogiir
Shine,Viin
Shingle,Kavrii
Shining,Viintaas
Ship,Veysun
Shirt,Kaam
Shit,Draaf
Shitty,Draafus
Shiver,Olg
Shock,Zahrak
Shock,Reik
Shockwave,Fusriin
Shoe,Kot
Shoelace,Kotrin
Shoot,Ronah
Shop,Jag
Shore,Thus
Short,Maltiid
Shortbow,Malax
Shorten,Gemalingraan
Shortly,Das
Shortsword,Maltuz
Shot,Ronah
Should,Fend
Shoulder,Suld
Shout,Zaan
Shovel,Deytoniir
Show,Genun
Shower,Nahsek
Shrapnel,Bruzaak
Shred,Trof
Shriek,Marzaan
Shrill,Hiis
Shrimp,Okaazklav
Shrine,Belur
Shrink,Gemal
Shroud,Vonuntiv
Shroud,Gevul
Shrub,Jin
Shrug,Lehet
Shudder,Motaad
Shuddered,Motaad
Shuffle,Paagluf
Shun,Dahvol
Shut,Strin
Shy,Kud
Sibling,Soskiin
Sick,Kras
Sicken,Gekras
Sickening,Gekrastok
Sickle,Kreltuz
Sickness,Krasaar
Side,Reid
Siege,Kirgar
Sieve,Bozeim-Bexaat
Sigh,Sunu
Sight,Koraav
Sigil,Siigren
Sign,Siin
Signal,Siintul
Signature,Mindok-Sik
Significance,Nizraadom
Significant,Nizraad
Signify,Siintul
Signless,Siinvu
Silence,Nahlot
Silencer,Nahlotzaan
Silent,Nahlon
Silhouette,Reitir
Silk,Sluv
Silken,Sluvus
Silky,Sluvus
Silt,Amriis
Silver,Silon
Similar,Medaas
,preposition
Simple,Vahk
Simplify,Gevahk
Simulate,Lanrii
Sin,Vosod
Since,Ruzun
Sincere,Wiistel
Sincerity,Wiistelom
Sing,Mirodah
Singer,Mirodahiik
Single,Geinan
Single-Handed,Meyardein
Sinister,Dezmi
Sink,Storn
Sink,Trum
Sinkhole,Goldiivon
Sinner,Vosodiik
Sir,Zoh
Sire,Got
Sister,Briinah
Sisterhood,Briinahmaar
Sisterly,Briinahus
Sit,Praal
Site,Staad
Situation,Ahstiir
Six,Sok
Size,Raaz
Sizzle,Kresel
Skate,Rodzor
Skateboard,Rod-Gosvah
Skeever,Skaam
Skeletal,Olqeinus
Skeleton,Olqein
Skeptic,Gritiik
Skeptical,Zogrit
Skepticism,Grit
Skew,Skiiv
Skewer,Kinzuk
Skies,Lok
Skilful,Zonoot
Skill,Noot
Skilled,Zonoot
Skillet,Friisgelt
Skillful,Zonoot
Skin,Karaak
Skinny,Veirey
Skip,Raas
Skirmish,Malgrah
Skirt,Skovaas
Skittish,Balkus
Skull,Klus
Sky,Lok
Skyforge,Heimsekaan
Skyrim,Keizaal
Skyscraper,Lokreniik
Skyward,Loktiv
Slain,Krinaan
Slam,Skaan
Slander,Rotzekein
Slander,Faazrot
Slap,Hos
Slash,Graaz
Slate,Yelgol
Slaughter,Kriin
Slaughterfish,Dilosikin
Slave,Aar
,noun
Slaver,Aariik
Slavery,Zaamhus
Slay,Kriin
Slayer,Kriid
Sled,Andraas
Sleek,Ozur
Sleekness,Ozurom
Sleep,Laag
Sleepiness,Laagusom
Sleepless,Laagnu
Sleepwear,Vulonriived
Sleepy,Laagus
Sleet,Iizlokluv
Sleigh,Andraas
Slender,Egiis
Slew,Kriin
Slice,Bonaak
Slide,Praak
Slight,Stiilah
Slime,Bovaalik
Slimy,Bovaalikus
Sling,Mirol
Slingshot,Lonlax
Slip,Motmah
Slippery,Motmahus
Slit,Zereis
Slit,Rav
Slither,Praak
Sliver,Tojaar
Sload,Bremaan
Sloth,Seinraan
Slouch,Praalum
Slovenly,Theskus
Slow,Sein
Slow,Gesein
Sludge,Graluk
Sludgy,Gralukus
Slug,Bremaav
Slugish,Nibo
Slut,Wiizaan
Sly,Fax
Slyness,Fahrax
Smack,Eitah
Small,Mal
Smart,Mindosaal
Smartphone,Lorgutzul
Smash,Gunaar
Smell,Sahlon
Smelly,Sahlonaal
Smelt,Freind
Smile,Niif
Smirk,Ahniif
Smite,Skag
Smith,Heimiik
Smoke,Gel
Smoky,Gelus
Smooth,Ozur
Smoothie,Fopiin
Smoothness,Ozurom
Smuggle,Yaaviliis
Snack,Eytik
Snag,Trog
Snail,Spaan-Bremaav
Snake,Prakem
Snap,Sliit
Snare,Horvut
Snarl,Raal
Snatch,Trog
Sneak,Ahkrop
Sneaky,Ahkropus
Sneer,Ahniif
Sneeze,Aakfus
Sniff,Fuh
Sniffle,Krasum
Sniper,Gutinok
Snoop,Kropah
Snore,Laak
Snort,Fuh
Snout,Sumaraan
Snow,Od
,noun
Snowberry,Odogah
Snowman,Munseod
Snowstorm,Odstrun
Snowy,Odus
Snuffle,Krasum
Snug,Muf
Snuggle,Fadaav
So,Ful
Soak,Gelomiiz
Soap,Shuniir
Soapstone,Dwiirok-Gol
Soar,Vaan
Sober,Voteivo
Soccer,Pahrk-Niiv
Social,Tinvaakuv
Socialism,Pahvothpiraak
Socialist,Pahvothpiraak
Societal,Nahlimaaruv
Society,Nahlimaar
Sock,Pahrkriiv
Soda,Diipahlom
Soft,Fask
Soften,Gefask
Softness,Faskom
Software,Vomulhaan-Rihahdrim
Soil,Denek
Soil,Nahpok
Solace,Sulvek
Solar,Shuluv
,noun
,noun
,noun
Solder,Geltaav
Soldier,Rahzun
Solemn,Sokei
Solid,Zokro
Solid,Hahgolt
Solidarity,Pahgein
Solitude,Okulom
Solstheim,Veysenor
Solstice,Lingrahsul
Solution,Lusvaan
Solve,Lusvaan
Somber,Zukgraav
Some,Osos
Somebody,Aanwo
Someday,Ahsul
Somehow,Koven
Someone,Aanwo
Something,Atruk
Sometime,Ahstiid
Sometimes,Ahstiid
Someway,Koven
Somewhere,Ahstaad
Son,Kul
Sonar,Lomyah
Song,Lovaas
Songbird,Lovaaslokraan
Soon,Das
Soothe,Ahloriiv
Soprano,Biizlovaas
Sorcerer,Kro
Sorcerous,Zokromaar
Sorcery,Kromaar
Sore,Romkin
Sororicide,Kriibrinah
Sorrow,Krosis
Sorrowful,Sokei
Sorry,Krosis
Sorry,Zokrosis
Sort,Eylok
Sought,Yah
Soul,Sil
,noun
,noun
,noun
Soulless,Silnu
Soulmate,Silliin
Sound,Honaat
Sound,Honit
Soundwave,Honaatbo
Soup,Bros
Sour,Lozuk
Source,Leytah
South,Stum
Southerly,Stumuv
Southern,Stumuv
Sovereign,Qoreyn
Sovngarde,Sovngarde
Sow,Sir
Spa,Vahlomok
Space,Ginun
Spaceship,Gutlokviing
Spaceshuttle,Gutlokviing
Spacious,Ginuntiik
Spade,Deytoniir
Span,Priidah
Spare,Vahraak
Spark,Geyol
Sparkle,Viim
Sparrow,Prekal
Spasm,Vikit
Spawn,Horvey
Speak,Tinvaak
Speaker,Tinvaakin
Spear,Zuth
Special,Ahdinaak
Species,Eylok
Specific,Wahzaal
Specifically,Suranmiik
Specificity,Wahzaalom
Specify,Wahzaal
Speckle,Fahmey
Spectacles,Koraaveyz
Specter,Brendon
Spectral,Brendonus
Spectrum,Loah
Speech,Tinvaak
Speech,Lingrot
Speechless,Tinvaaknu
Speed,Nelom
Speedy,Nel
Spell,Stav
,noun
Spend,Sov
Spent,Sov
Sperm,Maassemun
Sphere,Ner
Sphinx,Raaminsah
Spice,Maak
Spiced,Maakus
Spices,Maak
Spicey,Maakus
Spider,Kostim
Spigot,Gazviik
Spike,Zeik
Spill,Stiis
Spin,Sook
Spine,Qethserigir
Spineless,Raxnu
Spiral,Wiil
Spire,Zeikangaar
Spirit,Zii
Spiritual,Ziinuv
Spit,Shik
Spit,Zurut
Spite,Kraaz
Spiteful,Zokraaz
Spittle,Nimahshik
Splash,Spiir
Splat,Baat
Splatter,Baat
Splendid,Uraniik
Splendor,Uraan
Splice,Aavey
Splinter,Muthir
Split,Krenok
Splutter,Shik
Spoil,Liivut
Spoiled,Renek
Spoiler,Liivutiik
Spoke,Qethserod
Sponge,Tefsulom
Spongy,Tefsulomus
Spook,Gefaas
Spoon,Ahnaak
Spore,Verkiirgein
Spork,Zofenahk
Sport,Faantak
Sportsmanship,Fantiikzin
Spot,Koraavut
Spot,Fahmey
Spotter,Koraavutaan
Spouse,Wolov
Spout,Stornah
Spray,Spiir
Spread,Priidah
Spriggan,Feykroziis
Spring,Vah
Sprinkle,Sutah
Sprint,Tusron
Sprinter,Tusroniik
Sprite,Sii
Spritz,Sutah
Spruce,Poskur
Spurn,Meyk
Sputter,Shik
Spy,Vonzun
Spyglass,Koraaveyz
Squad,Grahdopaan
Squander,Nev
Square,Ther
Squash,Mahleyn
Squeal,Marzaan
Squeeze,Malgun
Squid,Baviid
Squirrel,Nadiin
Squish,Malgun
Stab,Kinz
Stabber,Kinziik
Stability,Tarnom
Stable,Keyhofkiin
Stable,Tarn
Stack,Mahkurstah
Stadium,Lotgrahstaad
Staff,Vasmiir
Stag,Toriig
Stagger,Trug
Stagnate,Mahsah
Stain,Nahpok
Stair,Stegniir
Stairs,Stegniir
Stalactite,Golzeik
Stalagmite,Golzeik
Stale,Renek
Stalemate,Diingrah
Stalhrim,Revakiiz
Stalk,Luz
Stalk,Nirvot
Stalker,Nirvotiik
Stall,Gespein
Stall,Botikah
Stallion,Keyrok
Stalwart,Vaagol
Stamina,Gaan
Stammer,Hefvaak
Stampede,Gahlaak
Stance,Koprein
Stand,Kriist
Standard,Qurnen
Standard,Nesiik
,noun
Stank,Pook
Staple,Strevind
Star,Fil
Starboard,Filreid
Stardust,Filklo
Stare,Minz
Starfall,Filmah
Starfish,Filaas
Starlight,Filkun
Start,Gon
Starter,Goniik
Starve,Gebahlok
State,Vensekos
Statement,Likinstah
Static,Qoliis
Static,Mulhaan
Station,Ubaak
Statistic,Tokaaneiziid
Statue,Nus
Stature,Zinkriist
Statute,Zothunrot
Stay,Fey
Stead,Hofkah
Steadfast,Tiidnu
Steadiness,Tarnom
Steady,Tarn
Steal,Gahrot
Stealth,Gahlot
Steam,Lomos
Steamboat,Lomosvaad
Steamy,Lomosus
Steed,Keyd
Steel,Dwiin
Steer,Stiz
Stellar,Filuv
Stem,Ahnul
Stench,Riig
Step,Steg
Stepladder,Stegniir
Stereotype,Vonumlor
Stern,Akor
Stew,Qaavbros
Steward,Hofkinaar
Stick,Hokaal
Stick,Oraak
Sticky,Hokaalus
Stiffness,Romkin
Stifle,Nahled
Still,Tul
Stillness,Stiild
Stimulate,Eliir
Sting,Nin
Stinger,Ninviidost
Stinginess,Vofanaar
Stingy,Vofan
Stink,Pook
Stinky,Pookus
Stole,Gahrot
Stomach,Skerah
Stomp,Vog
Stone,Gol
Stony,Golzus
Stood,Kriist
Stool,Stur
Stop,Vuth
Storage,Zurahorun
Store,Veydar
Store,Zurah
Storey,Keilah
Stork,Lingrahmos
Storm,Strun
,noun
Stormcloak,Strundaam
Stormcrown,Strundu'ul
Stormy,Strunus
Story,Tey
Storyteller,Teyfuniik
Stout,Vaagol
Stove,Riyol
Straight,Tahvir
Straighten,Tahlon
Strand,Lahrin
Strange,Zurun
Stranger,Zuruniik
Strangle,Suliiv
Stratagem,Grahmindol
Strategy,Grahmin
Straw,Yolkoos
Strawberry,Hiskol
Streak,Viiruh
Stream,Bahyek
Street,Brolor
Strength,Mul
Strengthen,Gemulaag
Stress,Aank
Stretch,Gelingrah
Stretch,Priidah
Stride,Paagoliis
Strife,Straan
Strike,Nos
String,Trin
,noun
,noun
Strip,Brenok
Stripe,Reiz
Strive,Vergrav
Strong,Mul
Stronghold,Runir
Struck,Nos
Structure,Wahlaan
Struggle,Bruleyk
Strum,Strov
Strumpet,Wiizaan
Stubborn,Golah
Stubborness,Golahrom
Stuck,Kast
Student,Prustiik
Studio,Prustaad
Studious,Prustah
Study,Hahsok
Study,Prust
Stuff,Trok
Stumble,Vudeym
Stun,Seyvuz
Stunted,Malingraan
Stupid,Hinzaal
Stupidity,Hinz
Stupor,Sahmey
Sturdiness,Vaagol
Sturdy,Vaagol
Stutter,Hefvaak
Sty,Tulk
Style,Vensedren
Suave,Naavah
Subatomic,Atumzahkoseyd
Subdue,Enkron
Subject,Vukahmiin
Subjective,Pogaan-Luft
Subjugate,Enkron
Sublime,Baliis
Submarine,Nebenboveysun
Submerge,Nebenbo
Submission,Qiilaak
Submit,Qiilaak
Subscribe,Pelvahrot
Subsequent,Mindun
Subside,Lumvit
Substance,Himur
Substantial,Hahgolt
Substitute,Oris
Subtle,Stiilah
Subtract,Kuzond
Subway,Fastrah
Succeed,Prunt
Success,Pruntaas
Succession,Dulmah
Successive,Mindun
Such,Grik
Suck,Tefsu
Sucker,Tefsunaat
Sudden,Rolnah
Suffer,Aus
Sufferer,Ausiik
Suffix,Aavmindinrot
Suffocate,Laavak
Sugar,Sufol
Sugary,Sufolus
Suggest,Tovaak
Suggestion,Tovaak
Suicide,Krimaar
Suit,Det
Suitable,Prudaav
Sulfur,Nakooriiz
Sully,Nahpok
Sulphur,Nakooriiz
Summary,Pahel
Summer,Koor
,noun
Summery,Koorus
Summit,Naar
Summon,Bel
Summoner,Beliik
Sun,Krein
,noun
,noun
,noun
,noun
Sundas,Filsul
Sunday,Filsul
Sunder,Krentaan
Sundial,Tiidvokun
Sundown,Shulmah
Sunflower,Olseysevu
Sunglasses,Vokunmiin
Sunlight,Shulkun
Sunny,Shulus
Sunrise,Gonsul
Sunset,Shulmah
Sunshine,Shulkun
Super,Zinul
Superb,Baliis
Superhuman,Zinuljoor
Superior,Avokei
Supernatural,Kasiil
Supernova,Fildinok
Supper,Prazaak
Supplant,Zuplaar
Supple,Krehlim
Supply,Birgahniir
Supply,Birgah
Support,Skilaan
Suppose,Lorfonaar
Suppress,Tukuz
Suppressor,Nahlotzaan
Supremacy,Mulimaar
Surcoat,Kastalir
Sure,Bek
Sure,Pahsunaal
Surety,Pahsu
Surf,Krenlom
Surface,Daasin
Surfboard,Krenlom-Viing
Surge,Suraas
Surgeon,Zosovah
Surgery,Zosoviis
Surgical,Zosoviisuv
Surmise,Lorfonaar
Surname,Faansefron
Surpass,Bovortii
Surprise,Eldraag
Surrender,Gahviik
Surround,Gekenlok
Surroundings,Nizaag
Survival,Neilaasend
Survive,Neilaas
Survivor,Neilaasin
Susceptible,Vahkroved
Suspect,Grunah
Suspicion,Grundaar
Suspicious,Grunir
Sustain,Kirod
Swagger,Kahmaar
Swallow,Diivon
Swamp,Trumgol
Swan,Ahmos
Swap,Braat
Swarm,Gramaan
Sway,Seyl
Swear,Vaat
Sweat,Guzor
Sweater,Dezsom
Sweaty,Guzorus
Sweep,Bonit
Sweet,Hes
Sweet,Shiraav
,noun
Sweetness,Hes
Sweetroll,Hesbrot
Swell,Naram
Swelling,Narand
Swift,Qobo
Swiftness,Qoborom
Swim,Fiis
Swimmer,Fisiik
Swindle,Meyvit
Swindler,Meyvitaan
Swing,Bosit
Swirl,Peil
Switch,Branaat
Switch,Braat
Swollen,Naramaan
Swoon,Frum
Swoop,Bonit
Sword,Zahkrii
Swordplay,Zahkriidun
Swordsman,Tuzmun
Swordsmanship,Zahkriidun
Swore,Vaat
Sworn,Vahriin
Syllable,Rotmalur
Symbol,Siindah
Symbolic,Siindahuv
Sympathy,Aavrosii
Symptom,Ziiklah
Syncopate,Vodremtvulz
Syncopation,Vodremtvulz
Syndrome,Ziiklah
Synonym,Faanvoth-Rot
Syntax,Tinvirlaan
Synthesizer,Rihonaat
Synthetic,Aaverinuv
System,Virlaan
Tab,Jahkut
Table,Bord
Tablet,Golgaaz
Taciturn,Malrot
Tack,Malkinzon
Tacky,Hokaalus
Taco,Vaalt-Yelbrot
Tact,Nulaar
Tactic,Zahkron
Taffy,Krumonit
Tag,Haalvutir
Tail,Slov
Tailor,Osuliik
Taint,Skah
Take,Kuz
,verb
,verb
Tale,Tey
Talent,Kiinoot
Talentless,Kiinootnu
Talisman,Tauliis
Talk,Tinvaak
Talkative,Zotinvaak
Tall,Faar
Tallness,Faarom
Talon,Jusk
Tambourine,Haalmand
Tame,Prolg
Tamer,Prolgiid
Tamper,Vuldit
Tamriel,Taazokaan
Tan,Tavus
Tang,Kenfiir
Tangent,Qalis
Tangible,Mel
Tangy,Kenfiirus
Tank,Qahriil
Tankard,Beylot
Tanto,Yaldalk
Tap,Haalvon
Tape,Handeykraan
Tapestry,Gobahron
Target,Krazahd
Tarnish,Duviin
Task,Ahsod
Taste,Ken
Taste,Ken
Tasteless,Kenvu
Tasty,Kenus
Tattoo,Maalut
Tattooed,Maalutaan
Tavern,Snol
Tax,Yuldkuz
Tazer,Riseyvuz
Tea,Fuhilpiin
Teach,Mindov
Teacher,Mindovin
Teaching,Mindovaat
Tear,Luv
Tear,Vaaz
Tearful,Luvaal
Tearless,Luvnu
Tears,Luv
Tease,Yormud
Teat,Niislah
Technician,Drungeltlaas
Technique,Vensedren
Teenage,Nebenaraan
Teenager,Nebenaraan
Teeth,Rax
Teetotal,Voteivo
Telegram,Viilondeykel
Telegraph,Gutsiin
Telekinesis,Hahdrimbo
Telepathic,Hahzul
Telepathy,Hahzul
Telephone,Gutzul
Teleport,Rithwundun
Telescope,Gutmiin
Television,Bodilirbex
Tell,Fun
Temper,Forahgol
Temperament,Frinhah
Temperate,Vindo
Temperature,Yosel
Tempest,Kest
Tempestuous,Kestus
Templar,Raaldkendov
Temple,Raald
Tempo,Razaan
Temporal,Tiiduv
Temporary,Frul
Tempt,Sahrel
Temptation,Sahrelend
Tend,Vel
Tenet,Oron
Tennis,Graagniiv
Tenor,Lumlovaas
Tent,Bodzah
Tentacle,Plozkaro
Term,Uniid
Termite,Gosvahklav
Terrain,Noksenor
Terrestrial,Goluv
Terrible,Zomaar
Terrify,Gemaar
Terrifying,Zomaar
Territory,Deylok
Terror,Maar
Terrorism,Maarun
Terrorist,Maardrun
Tertiary,Siidven
Test,Gor
Testify,Daazrii
Testify,Vahtinvah
Testimony,Vahtinvah
Tether,Qatah
Text,Kuld
Texture,Jifiin
Than,Wey
Thane,Puzaar
Thank,Nox
,verb
Thankful,Kogaan
Thanks,Kogaan
That,Daar
That,Tol
Thaw,Vodiin
The,Faal
Theater,Kosovstaad
Theatre,Kosovstaad
Theft,Gahrot
Their,Niist
Theirs,Niist
Them,Niin
Themselves,Nistmaar
Then,Ruz
Theocracy,Relserah
Theology,Hahserah
Theory,Drendiir
Therapist,Vahraniik
There,Til
Thereafter,Mindindaar
Therefore,Drus
Therein,Kodaar
Thermal,Frinriik
Thermal,Yossu
Thermometer,Yosel-Funiik
These,Daar
They,Nust
Thick,Grud
Thicket,Jinah
Thickness,Grudom
Thief,Tafiir
Thievery,Gahrot
Thin,Geyal
Thin,Yal
Thing,Truk
Think,Lorot
Thinker,Lorotiik
Third,Siid
Thirst,Bahlaas
Thirsty,Zobahlaas
This,Daar
Thistle,Greylok
Thorn,Troz
Thorough,Grunvo
Thoroughness,Grunvom
Those,Daar
Though,To
Thought,Lor
Thoughtful,Zolor
Thrall,Vofrulaar
Thrash,Kraar
Thread,Maltrin
Threat,Rut
Threaten,Verut
Three,Sed
Thrice,Sont
Thrill,Ziig
Thrive,Lahniv
Throat,Ruus
,noun
Throne,Krund
Through,Zeim
Throughout,Kozeim
Throw,Fusk
Thrower,Fuskiid
Thrust,Griiv
Thumb,Zurunjusk
,noun
Thunder,Thul
Thunderous,Thulkei
Thunderstorm,Qostrun
Thursday,Torsul
Thus,Drus
Thyme,Tovos
Tick,Soskostim
Ticket,Maldeykraan
Tide,Kran
Tidepool,Okaazlomok
Tides,Kran
Tidings,Yunrot
Tie,Rinisur
Tie,Kriik
Tiger,Kaazah
Tight,Yal
Tighten,Geyal
Tile,Fley
Tilt,Skiiv
Timber,Gosvah
Time,Tiid
,noun
Time-Signature,Vulz-Siin
Timeless,Tiidnu
Timelessness,Tiidnul
Timely,Tiidus
Timid,Valkunstiid
Tin,Siriil
Tine,Veirax
Tint,Jahkiit
Tiny,Pus
Tip,Trir
Tirdas,Vusul
Tire,Gelaag
Tired,Laagus
Tiredness,Laagusom
,noun
Titan,Gorah
Title,Tet
Titter,Jeh
To,Wah
Toad,Grol
Toast,Brotaag
Tobacco,Veydusaas
Today,Dahsul
Toe,Minak
Toffee,Sufol-Yuvol
Together,Pahvoth
Toilet,Nevstorn
Token,Prelah
Told,Fun
Tolerance,Tholah
Tolerate,Tholah
Toll,Tarim
Tomahawk,Malhahkun
Tomato,Portav
Tomb,Qoth
Tombstone,Qethsegol
Tomorrow,Mindinsul
Ton,Thon
Tonal,Honaatmuluv
Tonality,Honaatmul
Tone,Honaatmul
Tongue,Vun
Tonic,Galgur
Tonight,Dahvulon
Too,Ahk
Took,Kuz
Tool,Draat
Tooth,Rax
Toothless,Raxnu
Toothpaste,Shuniirax
Top,Piit
Topaz,Prunsogaal
Topic,Vukahmiin
Torc,Ruus-Du'ul
Torch,Yiil
Torchbug,Kunpusojur
Torchlight,Yiilkun
Tore,Vaaz
Torment,Vaarnufaaz
Torment,Gaarfaz
Torn,Vaazaan
Tornado,Morwuld
Torpedo,Okaziindah
Torque,Ruus-Du'ul
Torso,Geyt
Tortilla,Yelbrot
Torture,Ahnaar
Toss,Fusvok
Total,Qor
Totem,Stahduk
Touch,Haalvut
Toughness,Mulaan
Tour,Gornaar
Toward,Ativ
Towel,Lomriiv
Towelette,Lomriivah
Tower,Angaar
Town,Lohiim
Toxic,Loniiz
Toxicity,Loniizom
Toxin,Loniix
Toy,Setkiir
Trace,Pik
Track,Far
Tract,Numtaar
Trade,Tun
Trader,Tuniik
Tradition,Hahtaar
Traditional,Latiid
Traffic,Vothun-Wundrun
Traffic,Bogeltkey
Tragedy,Somah
Tragic,Somahus
Train,Delah
Train,Triik
Trainer,Delahiik
Trait,Trahkiin
Traitor,Vax
Traitorous,Vaxei
Tram,Strahdolkey
Trample,Drovaz
Trampoline,Thralpalaar
Tranquil,Zodremhah
Tranquility,Dremhah
Tranquilize,Laagdrun
Tranquilizer,Laagdrun
Tranquilizer,Laagdrun
Transcribe,Pelnix
Transfer,Vuld
Transform,Vuld
Transformation,Vuldak
Transgender,Yaaveiliin
Transgression,Vosod
Transgressor,Vosodiik
Transition,Murahv
Translate,Rotun
Translation,Rotun
Translator,Rotuniik
Translucent,Hevonuz
Transmutation,Vuldak
Transmute,Vuld
Transpire,Koros
Transport,Wundrun
Transport,Ronth
Transportation,Wundrun
Transvest,Krizkaraas
Transvestite,Krizkarasiik
Trap,Horvutah
Trap,Horvut
Trapdoor,Keilmiiraad
Trapeze,Bositoraak
Trapped,Kast
Trapper,Horvutahiik
Trash,Dahstin
,noun
Trashcan,Dahstahdoor
Travel,Wundun
Traveler,Wunduniik
Traversable,Virahn
Travesty,Mundaar
Treacherous,Tahrodiis
Treachery,Tahrovin
Treason,Gruth
Treasure,Umriid
Treat,Vahraan
Treatment,Vahraan
Treaty,Vanras
Treble,Biizlovaas
Trebuchet,Mirolangaar
Tree,Reyth
Tremble,Motaad
Tremendous,Makil
Tremulous,Strungir
Trench,Nebeniit
Trespass,Meyzvolaan
Triad,Sedmet
Trial,Untak
Triangle,Sedig
Tribal,Brodaanuv
Tribe,Brodaan
Tribunal,Sedklov-Du'ul
Tribute,Ofanaat
Trick,Mindol
Trickery,Mindolaar
Trickster,Meyvitaan
Tricky,Mindolus
Tricycle,Sedrokey
Trident,Veysed
Tried,Unt
Trigger,Drunkoros
Trilogy,Sedbaas
Trim,Doruz
Trinket,Trimal
Trio,Sedmet
Trip,Lirah
Triple,Sedan
Tripwire,Kranasviilon
Triumph,Zind
Triumphant,Zindaal
Trivial,Ofolin
Troll,Ufiik
Trombone,Praak-Geltrein
Troop,Lid
Trophy,Hunzah
Tropic,Trofir
Tropical,Trofiruv
Trot,Gru
Trouble,Ahkon
Troubled,Ahkonaal
Troublesome,Meydahmiik
Trough,Hodraan
Trousers,Boviirey
Truck,Donth
True,Vahzah
Trumpet,Geltrein
Trumpeter,Geltreinin
Trunk,Koreyth
Trust,Ov
Trustworthy,Ovkod
Truth,Vahzen
Truthful,Zovahzen
Try,Unt
Tsaesci,Viimuz
Tsunami,Relokriin
Tuba,Saakgeltrein
Tuesday,Vusul
Tumble,Tuld
Tumor,Dunarand
Tumultuous,Volburaal
Tundra,Freka
Tune,Honvaas
Tunic,Moriis
Tunnel,Deyvut
Turban,Klovriiv
Turbine,Straag-Suleyk
Turbulent,Strungir
Turdas,Torsul
Turkey,Onol
Turmoil,Thesk
Turn,Straag
Turnip,Ahsit
Turquoise,Bii-Graag
Turtle,Spaarigir
Tusk,Zahrzahk
Tutelage,Mindovin
Tutor,Mindovin
Tutorship,Mindovin
Tweak,Malvuld
Tweeze,Sovitaal
Twice,Zont
Twilight,Suvulaan
Twin,Ziinin
Twinge,Vikit
Twist,Tolaak
Twister,Morwuld
Twitch,Vikit
Twitchy,Vikitus
Two,Ziin
Type,Vanah
Typewriter,Dahpeliik
Typhoon,Nahvenoz
Typical,Qurnen
Tyranny,Thur
Tyrant,Thur
Ugliness,Tekarom
Ugly,Tekar
Ultimate,Lotzu'ul
Ultimately,Les
Ultimatum,Laatgrozein
Ultraviolet,Avokbii
Umbra,Voshul
Umbrella,Lokluvspaan
Unable,Nivos
Unacceptable,Niseim
Unafraid,Vofaas
Unagreeable,Nisrolur
Unaided,Meyardein
Unalike,Vomedaas
Unallied,Vomir
Unamused,Niskemaan
Unanimous,Pahzul
Unanswered,Vofahraal
Unassailable,Uzvinos
Unattainable,Nikurahiv
Unattractive,Lokalvutnu
Unavoidable,Nivudoz
Unaware,Vozokoraav
Unbelievable,Niskorah
Unblinking,Voprus
Unbound,Staadnau
Unbreakable,Niskren
Unbridled,Uznahgaar
Unbroken,Vokrent
Uncanny,Kasiil
Uncertain,Voreistig
Uncertainty,Voreistigaar
Unchain,Vosken
Unchanging,Alunrinis
Uncle,Nomah
Unclean,Voshun
Unclear,Vobaar
Unclothe,Vokaraas
Uncomfortable,Vosulvekaal
Unconfident,Vopahsunaal
Unconquerable,Nikron
Uncouth,Vobavir
Undead,Diil
Under,Neben
Underbrush,Neben-Jin
Underestimate,Nebenvah
Underground,Nebengol
Undermine,Voskilaan
Underneath,Neben
Underpass,Nebenstrah
Undersized,Malnaaz
Understand,Mindoraan
Understandable,Vismindoraan
Underwater,Nebenlom
Underwear,Nebenriiv
Underworld,Volok
Undesirable,Votolaan
Undesired,Votolaan
Undo,Vo
Undress,Vokaraas
Undrinkable,Nipiin
Uneager,Vofrin
Unearth,Vodeyto
Unease,Aank
Unemployed,Vokrotz
Unempower,Veysuleyk
Unencumbered,Vobrudaat
Unending,Unahzaal
Unequal,Vorinid
Uneven,Voyel
Unfair,Vopaaz
Unfaithful,Vosahvotei
Unfaithfulness,Vosahvoteim
Unfasten,Voqulaav
Unfed,Vonahkip
Unforgivable,Nisfrolaaz
Unfortunate,Vogluuskei
Unfriendly,Vofahdonus
Unfurl,Fundein
Unfurled,Fundein
Ungainly,Vokodus
Ungenerous,Vofan
Ungracious,Vodunkei
Unhappy,Vohunaz
Unhealthy,Vozohaas
Unholy,Vostahdim
Unicorn,Geinzahkey
Unicursal,Geinrahlo
Unicycle,Geinrokey
Unification,Geind
Unify,Gegein
